"row_id","old_young_p_value","old_young_fold_change","old_young_fold_change_log2","old_young_p_value_minus_log10","feature_id","row_ID","row_mz_full","row_rt_full","id_sirius","rank_sirius","formulaRank_sirius","X.adducts_sirius","X.predictedFPs_sirius","ConfidenceScore_sirius","CSI.FingerIDScore_sirius","ZodiacScore_sirius","SiriusScore_sirius","molecularFormula_sirius","adduct_sirius","InChIkey2D_sirius","InChI_sirius","name_sirius","smiles_sirius","xlogp_sirius","pubchemids_sirius","links_sirius","dbflags_sirius","ionMass_sirius","retentionTimeInSeconds_sirius","molecularFormula_canopus","adduct_canopus","NPC.pathway_canopus","NPC.pathway.Probability_canopus","NPC.superclass_canopus","NPC.superclass.Probability_canopus","NPC.class_canopus","NPC.class.Probability_canopus","ClassyFire.most.specific.class_canopus","ClassyFire.most.specific.class.Probability_canopus","ClassyFire.level.5_canopus","ClassyFire.level.5.Probability_canopus","ClassyFire.subclass_canopus","ClassyFire.subclass.Probability_canopus","ClassyFire.class_canopus","ClassyFire.class.Probability_canopus","ClassyFire.superclass_canopus","ClassyFire.superclass.probability_canopus","ClassyFire.all.classifications_canopus","...1_metannot","rank_spec_metannot","msms_score_metannot","libname_metannot","structure_wikidata_metannot","structure_inchikey_metannot","structure_inchi_metannot","structure_smiles_metannot","structure_molecular_formula_metannot","adduct_metannot","structure_exact_mass_metannot","structure_nameTraditional_metannot","short_inchikey_metannot","structure_taxonomy_npclassifier_01pathway_metannot","structure_taxonomy_npclassifier_02superclass_metannot","structure_taxonomy_npclassifier_03class_metannot","organism_wikidata_metannot","organism_name_metannot","organism_taxonomy_ottid_metannot","organism_taxonomy_01domain_metannot","organism_taxonomy_02kingdom_metannot","organism_taxonomy_03phylum_metannot","organism_taxonomy_04class_metannot","organism_taxonomy_05order_metannot","organism_taxonomy_06family_metannot","organism_taxonomy_07tribe_metannot","organism_taxonomy_08genus_metannot","organism_taxonomy_09species_metannot","organism_taxonomy_10varietas_metannot","matched_domain_metannot","matched_kingdom_metannot","matched_phylum_metannot","matched_class_metannot","matched_order_metannot","matched_family_metannot","matched_tribe_metannot","matched_genus_metannot","matched_species_metannot","score_taxo_metannot","score_max_consistency_metannot","final_score_metannot","rank_final_metannot","component_id_metannot","structure_taxonomy_npclassifier_01pathway_consensus_metannot","freq_structure_taxonomy_npclassifier_01pathway_metannot","structure_taxonomy_npclassifier_02superclass_consensus_metannot","freq_structure_taxonomy_npclassifier_02superclass_metannot","structure_taxonomy_npclassifier_03class_consensus_metannot","freq_structure_taxonomy_npclassifier_03class_metannot"
"1","1_104.11_2.1_peak",0.800689646666673,0.910808390255184,-0.134780513421838,0.0965357871099195,1,"1_104.11_2.1_peak",104.11,2.1,"424_mapp_batch_00037_sirius_1",83,1,1,1,"0.5712209282214269",-36.9309859658598,"N/A",9.19969390949147,"C5H13NO","[M + H]+","OEYIOHPDSNJKLS","InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1","Cholinum","C[N+](C)(C)CCO",-0.400000006,"305;449688;10884620;13335705;13335707;20523476;20077284;16213402;16213540;16217620;21257979;25217431;51035565;51035567;51037636;51037638;51038292;51038294;50908615;50915167;54146804;54146806;56625880;56953094;57880219;71309124;71310336;87229148;102525980;121225371;129887589","HMDB:(97);SuperNatural:(SN00003348);ZINC bio:(ZINC03079337);additional;MeSH:(305);Plantcyc:(CHOLINE CPDQT-461);PubMed;NORMAN:(NS00006125);COCONUT:(CNP0019137 CNP0019506 CNP0076155 CNP0110829 CNP0161849 CNP0180666);KNApSAcK:(7298);Natural Products:(UNPD68255);PubChem:(305 449688 10884620 13335705 13335707 20523476 20077284 16213402 16213540 16217620 21257979 25217431 51035565 51035567 51037636 51037638 51038292 51038294 50908615 50915167 54146804 54146806 56625880 56953094 57880219 71309124 71310336 87229148 102525980 121225371 129887589);CHEBI:(15354 72322);PubChem class - bio and metabolites;KEGG:(C00114);PubChem class - safety and toxic;YMDB:(227);Training Set;PubChem class - drug;Biocyc:(SMA-0000589 CHOLINE SMA-0000339)",121629054,104.107421875,123.357552,"C5H13NO","[M + H]+","Alkaloids",0.868858397006989,"Fatty acyls",0.0819351375102997,"Fatty alcohols",0.280028849840164,"Tetraalkylammonium salts",0.984691083431244,"Tetraalkylammonium salts",0.984691083431244,"Quaternary ammonium salts",0.997759580612183,"Organonitrogen compounds",0.999996185302734,"Organic nitrogen compounds",0.999996662139893,"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Quaternary ammonium salts; 1,2-aminoalcohols; Amines; Alkanolamines; Organic cations; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","10_126.02_6.2_peak",0.897733405504846,6.18047166645307,2.62771694248027,0.046852614009502,10,"10_126.02_6.2_peak",126.02,6.2,"323_mapp_batch_00037_sirius_10",36,1,1,1,"0.8508778693910313",-2.36683570454611,"N/A",14.5608934861332,"C2H7NO3S","[M + H]+","XOAAWQZATWQOTB","InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)","Taurinum","C(CS(=O)(=O)O)N",-4.0999999,"1123;4068592;5460761;12359084;23192578;49849887;49849888;72949111;72949112;102279544;102586770;102586771;129660521;129846759","HMDB:(251);PubChem class - food;SuperNatural:(SN00003493);ZINC bio:(ZINC03809490);additional;HSDB:(107-35-7);MeSH:(1123);Plantcyc:(TAURINE);PubMed;NORMAN:(NS00009343);COCONUT:(CNP0178735 CNP0331389);KNApSAcK:(48188);Natural Products:(UNPD155946);PubChem:(1123 4068592 5460761 12359084 23192578 49849887 49849888 72949111 72949112 102279544 102586770 102586771 129660521 129846759);CHEBI:(15891 507393 32970);PubChem class - bio and metabolites;KEGG:(C00245);PubChem class - safety and toxic;YMDB:(772);Training Set;PubChem class - drug;Biocyc:(TAURINE)",255847294,126.022178649902,374.217306,"C2H7NO3S","[M + H]+","Amino acids and Peptides",0.963558912277222,"Small peptides",0.989515066146851,"Aminoacids",0.961488008499146,"Alkanesulfonic acids",0.997539758682251,"Alkanesulfonic acids and derivatives",0.993049025535584,"Organosulfonic acids and derivatives",0.954443633556366,"Organic sulfonic acids and derivatives",0.954887568950653,"Organic acids and derivatives",0.996930658817291,"Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Monoalkylamines; Sulfonyls; Organosulfonic acids; Amines; Primary amines; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","102_537.17_3.8_peak",0.0827530597677087,0.902176780692095,-0.148517938969132,1.0822159393569,102,"102_537.17_3.8_peak",537.17,3.8,"5_mapp_batch_00037_sirius_102",75,5,1,1,"0.6261420827474898",-622.810346956694,"N/A",-0.128971328759509,"C22H34Cl2N4O5S","[M + H]+","ZSBXAULTZFUUMY","InChI=1S/C22H34Cl2N4O5S/c1-6-25-18(14-10-15(23)12-16(24)11-14)20(30)28-19(22(2,3)4)21(31)27-13-17(29)26-8-7-9-34(5,32)33/h10-12,18-19,25H,6-9,13H2,1-5H3,(H,26,29)(H,27,31)(H,28,30)","null","CCNC(C1=CC(=CC(=C1)Cl)Cl)C(=O)NC(C(=O)NCC(=O)NCCCS(=O)(=O)C)C(C)(C)C",2.5999999,"137348181;139033337","PubChem:(137348181 139033337);PubChem class - bio and metabolites",16777218,537.169006347656,226.460838,"C22H34Cl2N4O5S","[M + H]+","Alkaloids",0.455143511295319,"Nucleosides",0.126395002007484,"Pyridine alkaloids",0.0265931934118271,"Aryl thioethers",0.608390033245087,NA,NA,"Aryl thioethers",0.608390033245087,"Thioethers",0.858599245548248,"Organosulfur compounds",0.964817881584168,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Triazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Aryl chlorides; Carboxylic acid derivatives; Thioethers; Diazines; Organochlorides; Monosaccharides; Secondary alcohols; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Aryl halides; Cyclopentanols; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","1029_130.04_6.7_peak",0.283785679599041,NA,NA,0.547009523705997,1029,"1029_130.04_6.7_peak",130.04,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","103_134.04_3.4_peak",0.905164863772196,1.7363540210903,0.796061125432487,0.0432723126117117,103,"103_134.04_3.4_peak",134.04,3.4,"20_mapp_batch_00037_sirius_103",11,1,1,1,"0.986639041526532",-1.05045692709525,"N/A",47.5162531644778,"C4H7NO4","[M + H]+","CKLJMWTZIZZHCS","InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)","aspartate","C(C(C(=O)O)N)C(=O)O",-1.77312338,"424;5960;83887;450566;450604;4519554;4083066;4124657;5247115;5460294;5460295;5460540;5460541;5460542;10558662;10630526;12049686;12308664;12308668;12308669;12308671;12308673;12308674;12308675;12598255;11083931;10290822;10329332;10351755;11309534;15939608;16212100;16213422;16213451;16213452;16217270;16217560;21725660;23443619;25240784;25241352;25241353;25241375;44367445;51038521;51038522;51038523;46932124;53725855;53725851;53725854;57397078;57608697;58214776;58214777;70701347;71308907;71308911;71308912;71309134;71309148;71309340;71310325;87436032;90476139;91451713;91872969;117064490;119057279;129695553;133188414;131708239;131885152;139060126;139148725","HMDB:(191 6483 62186 62501);PubChem class - food;SuperNatural:(SN00001746 SN00395771 SN00255261 SN00001724);ZINC bio:(ZINC00895032 ZINC00895218);additional;HSDB:(56-84-8);MeSH:(424 5960 83887 5460294 5460541);Plantcyc:(CPD-302 L-ASPARTATE);PubMed;NORMAN:(NS00001096);COCONUT:(CNP0086214 CNP0141839);KNApSAcK:(1342);Natural Products:(UNPD100871 UNPD110883);PubChem:(424 5960 83887 450566 450604 4519554 4083066 4124657 5247115 5460294 5460295 5460540 5460541 5460542 10558662 10630526 12049686 12308664 12308668 12308669 12308671 12308673 12308674 12308675 12598255 11083931 10290822 10329332 10351755 11309534 15939608 16212100 16213422 16213451 16213452 16217270 16217560 21725660 23443619 25240784 25241352 25241353 25241375 44367445 51038521 51038522 51038523 46932124 53725855 53725851 53725854 57397078 57608697 58214776 58214777 70701347 71308907 71308911 71308912 71309134 71309148 71309340 71310325 87436032 90476139 91451713 91872969 117064490 119057279 129695553 133188414 131708239 131885152 139060126 139148725);CHEBI:(29993 22660 17053 35391 29995 17364 29990 29994 29991);PubChem class - bio and metabolites;KEGG:(C00402 C16433 C00049);PubChem class - safety and toxic;YMDB:(896);Training Set;PubChem class - drug;Biocyc:(SMA-0000674 CPD-302 L-ASPARTATE)",255847294,134.044982910156,200.841654,"C4H7NO4","[M + H]+","Amino acids and Peptides",0.998165309429169,"Small peptides",0.999399900436401,"Aminoacids",0.986387729644775,"L-alpha-amino acids",0.517000913619995,"Amino acids and derivatives",0.999806344509125,"Amino acids, peptides, and analogues",0.999798357486725,"Carboxylic acids and derivatives",0.999998688697815,"Organic acids and derivatives",1,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","104_404.22_0.6_peak",0.388536318375712,0.898664383380665,-0.154145669731328,0.410568379352238,104,"104_404.22_0.6_peak",404.22,0.6,"2_mapp_batch_00037_sirius_104",176,2,1,3,"0.3238623717410975",-253.287840896375,"N/A",62.4873163392615,"C24H31NO3","[M + Na]+","PWVDAIZGNIJFFP","InChI=1S/C24H31NO3/c1-23(2)18-24(14-16-28-23,20-7-11-22(27-4)12-8-20)13-15-25-17-19-5-9-21(26-3)10-6-19/h5-12,17H,13-16,18H2,1-4H3","1-(4-methoxyphenyl)-N-[2-[4-(4-methoxyphenyl)-2,2-dimethyloxan-4-yl]ethyl]methanimine","CC1(CC(CCO1)(CCN=CC2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC)C",4.5,"3837927;7077864;7077865","COCONUT:(CNP0060830 CNP0366708);PubChem:(3837927 7077864 7077865);SuperNatural:(SN00068390 SN00068389);ZINC bio:(ZINC04028036 ZINC04028037)",3153922,404.219604492188,36.7477458,"C24H31NO3","[M + Na]+","Terpenoids",0.370455980300903,"Meroterpenoids",0.549835622310638,"Chalcones",0.36384317278862,"Benzophenones",0.944460868835449,NA,NA,"Benzophenones",0.944460868835449,"Benzene and substituted derivatives",0.965398490428925,"Benzenoids",0.999817907810211,"Organic compounds; Organoheterocyclic compounds; Ketones; Benzophenones; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Diphenylmethanes; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenylketones; Aryl-phenylketones; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","106_300.2_0.7_peak",0.255326001947771,1.42396762375935,0.509916344637999,0.592904955162801,106,"106_300.2_0.7_peak",300.2,0.7,"4_mapp_batch_00037_sirius_106",281,1,1,1,"0.1793932556342123",-208.47951239101,"N/A",57.8243899916926,"C13H25N5O3","[M + H]+","MEZMRDXFRRZJLG","InChI=1S/C13H25N5O3/c1-18(2)6-9-20-12-10-11(15-5-8-19-3)16-13(17-12)21-7-4-14/h10H,4-9,14H2,1-3H3,(H,15,16,17)","null","CN(C)CCOC1=NC(=NC(=C1)NCCOC)OCCN",0.100000001,"44577491","NORMAN:(NS00010337);PubChem:(44577491);PubMed",262210,300.201843261719,42.0499338,"C13H25N5O3","[M + H]+","Alkaloids",0.969722211360931,"Ornithine alkaloids",0.142694875597954,"Polyamines",0.0215451437979937,"Guanidines",0.926233947277069,NA,NA,"Guanidines",0.926233947277069,"Organonitrogen compounds",0.999985456466675,"Organic nitrogen compounds",1,"Organic compounds; Organoheterocyclic compounds; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Guanidines; Monoalkylamines; Dialkyl ethers; Amines; Primary amines; Tertiary amines; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","107_159.03_2.7_peak",0.010596451322936,0.37377197177465,-1.41976970584116,1.97483955255615,107,"107_159.03_2.7_peak",159.03,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","108_120.1_3.9_peak",0.474892084416926,2.26233431916686,1.17781214107159,0.323405069252894,108,"108_120.1_3.9_peak",120.1,3.9,"68_mapp_batch_00037_sirius_108",88,1,1,1,"0.5312025027099968",-28.5943669083078,"N/A",55.9919033971112,"C5H13NO2","[M + H]+","CRVGTESFCCXCTH","InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3","DMEA-methyl-13C,d3","CN(CCO)CCO",-1.10000002,"7767;6950481;60153253;58606981;57775462;71309645;71309716;71309887;117064643","NORMAN:(NS00004394);PubChem class - food;PubChem:(7767 6950481 60153253 58606981 57775462 71309645 71309716 71309887 117064643);ZINC bio:(ZINC00391210);HSDB:(105-59-9);MeSH:(7767);PubChem class - safety and toxic;PubMed;KEGG Mine",8791532102,120.102188110352,232.709352,"C5H13NO2","[M + H]+","Alkaloids",0.545538365840912,"Fatty acyls",0.551905333995819,"Fatty alcohols",0.759885847568512,"1,2-aminoalcohols",0.954816281795502,"Alkanolamines",0.983695983886719,"Amines",0.999972820281982,"Organonitrogen compounds",0.999993085861206,"Organic nitrogen compounds",0.999957203865051,"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Dialkylamines; Trialkylamines; Amines; Secondary amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","109_212.15_0.7_peak",0.174872446202655,1.08661757065735,0.119844280757317,0.757278614791429,109,"109_212.15_0.7_peak",212.15,0.7,"1_mapp_batch_00037_sirius_109",339,1,1,1,"0.035873041677826685",-210.415430317175,"N/A",79.7795634917779,"C9H17N5O","[M + H]+","ZKKLTSRYHIOSGF","InChI=1S/C9H17N5O/c1-2-3-4-5-6-15-9-13-7(10)12-8(11)14-9/h2-6H2,1H3,(H4,10,11,12,13,14)","s-Triazine, 4,6-diamino-2-hexoxy-","CCCCCCOC1=NC(=NC(=N1)N)N",1.89999998,"32220","PubChem:(32220);PubChem class - safety and toxic",67108866,212.149559020996,45.0164808,"C9H17N5O","[M + H]+","Alkaloids",0.478491365909576,"Pseudoalkaloids",0.408507078886032,"Primary amides",0.438218593597412,"Tetrazoles",0.920732021331787,NA,NA,"Tetrazoles",0.920732021331787,"Azoles",0.812699675559998,"Organoheterocyclic compounds",0.761073589324951,"Organic compounds; Organoheterocyclic compounds; Tetrazoles; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
